session_id,start_date,end_date,first_prod,last_prod,prod_count,most_common_cat,count_num_unique_cat,time_diff,time_per_prod,time_first_prod,item_purch,purch_date,0,1,2,3,most_seen_cluster,first_item_cluster,last_item_cluster
11572,2020-09-21 12:50:06.781,2020-09-21 13:04:38.903,26382,14741,9,47,48,872,96,tarde,9106,2020-09-21 13:04:57.659,0.0,7.0,1.0,1.0,1,1,3
11574,2020-06-01 12:56:56.296,2020-06-01 12:56:56.296,8234,8234,1,30,26,0,0,tarde,21024,2020-06-01 12:58:50.785,0.0,1.0,0.0,0.0,1,1,1
11577,2021-03-22 13:34:43.991,2021-03-22 13:49:23.998,19798,13516,13,4,32,880,67,tarde,20856,2021-03-22 13:49:48.517,0.0,6.0,7.0,0.0,2,2,1
11580,2020-08-16 06:59:13.760,2020-08-16 06:59:13.760,18845,18845,1,30,16,0,0,madrugada,25750,2020-08-16 06:59:46.437,1.0,0.0,0.0,0.0,0,0,0
11583,2020-07-30 07:35:22.098,2020-07-30 07:35:22.098,2525,2525,1,30,26,0,0,día,10046,2020-07-30 07:36:03.984,0.0,1.0,0.0,0.0,1,1,1
11585,2020-02-03 00:13:20.525,2020-02-03 03:09:40.876,8536,8536,2,47,2,10580,5290,madrugada,6028,2020-02-03 20:05:04.200,0.0,0.0,0.0,2.0,3,3,3
11587,2020-12-23 13:06:06.462,2020-12-23 13:30:15.434,6346,27534,6,4,25,1448,241,tarde,13491,2020-12-23 13:30:41.448,0.0,0.0,6.0,0.0,2,2,2
11588,2020-11-26 20:09:52.658,2020-11-26 20:16:06.045,6264,13125,7,3,31,373,53,noche,20290,2020-11-26 20:17:01.782,0.0,7.0,0.0,0.0,1,1,1
11594,2021-04-14 15:19:23.197,2021-04-14 15:20:26.385,26983,955,5,4,33,63,12,tarde,21100,2021-04-14 15:24:05.932,0.0,2.0,3.0,0.0,2,2,2
11606,2020-10-31 00:08:29.998,2020-10-31 00:10:51.739,6057,8618,2,3,28,141,70,madrugada,22082,2020-10-31 07:43:57.052,0.0,2.0,0.0,0.0,1,1,1
11608,2020-09-19 09:10:35.607,2020-09-19 19:52:21.040,23286,23286,11,28,19,38505,3500,día,26870,2020-09-19 19:54:40.748,0.0,0.0,11.0,0.0,2,2,2
11622,2020-08-22 11:54:58.467,2020-08-22 12:25:01.787,10372,21413,11,47,35,1803,163,día,22806,2020-08-22 12:25:19.826,0.0,1.0,0.0,10.0,3,3,1
11624,2020-07-18 08:18:33.720,2020-07-18 08:20:16.453,20709,23541,2,4,29,102,51,día,18078,2020-07-18 08:21:06.217,0.0,1.0,1.0,0.0,1,2,1
11626,2020-09-05 11:27:14.805,2020-09-05 11:27:14.805,27958,27958,1,3,25,0,0,día,6891,2020-09-05 11:27:42.155,0.0,1.0,0.0,0.0,1,1,1
11627,2020-10-17 18:10:17.241,2020-10-17 18:10:17.241,27998,27998,1,4,20,0,0,noche,6848,2020-10-17 18:10:40.374,0.0,0.0,1.0,0.0,2,2,2
11628,2020-04-30 10:53:05.757,2020-04-30 10:53:05.757,6710,6710,1,3,24,0,0,día,20981,2020-04-30 10:53:37.542,0.0,1.0,0.0,0.0,1,1,1
11630,2020-08-25 17:29:20.957,2020-08-25 17:29:20.957,10096,10096,1,4,18,0,0,tarde,2100,2020-08-25 17:30:24.726,0.0,0.0,1.0,0.0,2,2,2
11633,2020-07-10 10:29:21.713,2020-07-10 10:29:21.713,7858,7858,1,30,24,0,0,día,1900,2020-07-10 10:31:02.391,0.0,1.0,0.0,0.0,1,1,1
11636,2020-01-07 14:32:49.394,2020-01-07 14:32:49.394,545,545,1,28,13,0,0,tarde,22527,2020-01-07 14:34:29.363,0.0,0.0,1.0,0.0,2,2,2
11639,2021-03-13 13:15:34.996,2021-03-13 13:15:34.996,2952,2952,1,4,20,0,0,tarde,8499,2021-03-13 13:16:57.767,0.0,0.0,1.0,0.0,2,2,2
11641,2021-04-07 14:36:17.142,2021-04-07 15:10:32.121,8522,9025,8,3,24,2054,256,tarde,23993,2021-04-07 15:19:01.587,0.0,8.0,0.0,0.0,1,1,1
11657,2020-12-13 10:54:45.567,2020-12-13 10:54:45.567,6588,6588,1,4,20,0,0,día,15756,2020-12-13 10:55:14.785,0.0,0.0,1.0,0.0,2,2,2
11666,2021-03-19 15:03:49.055,2021-03-19 15:03:49.055,17376,17376,1,4,18,0,0,tarde,8060,2021-03-19 15:12:36.084,0.0,0.0,1.0,0.0,2,2,2
11673,2021-04-25 14:55:23.270,2021-04-25 17:26:02.905,9219,2267,16,4,33,9039,564,tarde,18947,2021-04-25 17:27:05.024,0.0,6.0,10.0,0.0,2,2,2
11676,2020-11-29 11:09:48.942,2020-11-29 11:21:42.050,2447,2072,8,4,30,713,89,día,23451,2020-11-29 11:21:59.562,0.0,1.0,7.0,0.0,2,2,2
11684,2020-06-16 16:27:38.953,2020-06-16 16:27:38.953,18642,18642,1,30,16,0,0,tarde,17842,2020-06-16 16:29:25.971,1.0,0.0,0.0,0.0,0,0,0
11697,2020-09-20 13:39:53.346,2020-09-20 13:49:00.166,7328,19165,7,4,35,546,78,tarde,21551,2020-09-20 13:49:20.711,0.0,6.0,1.0,0.0,1,2,1
11698,2020-12-10 16:46:30.582,2020-12-10 16:46:30.582,14026,14026,1,3,24,0,0,tarde,23155,2020-12-10 16:49:06.539,0.0,1.0,0.0,0.0,1,1,1
11700,2021-05-29 12:02:10.540,2021-05-29 12:06:59.724,3298,3298,5,2,18,289,57,tarde,19768,2021-05-29 12:09:24.166,0.0,0.0,0.0,5.0,3,3,3
11708,2021-03-04 20:26:11.594,2021-03-04 20:26:11.594,2991,2991,1,2,19,0,0,noche,23462,2021-03-04 20:27:06.903,0.0,0.0,0.0,1.0,3,3,3
11709,2020-07-19 00:01:03.029,2020-07-19 05:07:16.369,2401,6318,25,7,26,18373,734,madrugada,25158,2020-07-19 05:07:49.474,4.0,21.0,0.0,0.0,1,1,1
11717,2020-04-28 10:01:30.398,2020-04-28 10:01:30.398,20355,20355,1,7,14,0,0,día,24228,2020-04-28 10:02:50.402,1.0,0.0,0.0,0.0,0,0,0
11718,2021-04-02 18:57:01.211,2021-04-02 18:57:01.211,70,70,1,3,25,0,0,noche,17806,2021-04-02 18:58:30.144,0.0,1.0,0.0,0.0,1,1,1
11728,2020-04-02 12:46:43.327,2020-04-02 12:48:25.089,4974,4974,2,30,21,101,50,tarde,11565,2020-04-02 12:50:32.878,0.0,0.0,2.0,0.0,2,2,2
11734,2020-02-15 09:42:05.645,2020-02-15 16:43:12.406,12803,25493,8,30,29,25266,3158,día,27221,2020-02-15 16:43:23.402,7.0,1.0,0.0,0.0,0,1,0
11739,2020-11-05 21:16:14.470,2020-11-05 21:16:14.470,22273,22273,1,2,18,0,0,noche,16417,2020-11-05 21:16:31.144,0.0,0.0,0.0,1.0,3,3,3
11740,2020-03-11 20:03:35.525,2020-03-11 20:13:23.811,24878,3620,5,30,25,588,117,noche,6485,2020-03-11 20:14:27.210,4.0,1.0,0.0,0.0,0,0,1
11741,2021-01-20 15:28:02.125,2021-01-20 15:28:02.125,23906,23906,1,4,18,0,0,tarde,27225,2021-01-20 15:28:34.179,0.0,0.0,1.0,0.0,2,2,2
11744,2021-03-12 13:30:56.757,2021-03-12 13:46:06.180,23269,23269,2,3,25,909,454,tarde,21423,2021-03-12 13:47:28.285,0.0,2.0,0.0,0.0,1,1,1
11749,2020-09-29 15:50:50.456,2020-09-29 21:18:16.736,10064,16588,43,4,39,19646,456,tarde,2024,2020-09-29 22:05:55.983,0.0,42.0,1.0,0.0,1,1,1
11751,2020-04-18 07:00:10.137,2020-04-18 07:14:35.708,26389,2255,13,7,39,865,66,día,12937,2020-04-18 07:16:35.905,1.0,7.0,5.0,0.0,1,0,1
11757,2020-03-26 11:24:39.476,2020-03-26 11:24:43.375,18193,6817,2,30,21,3,1,día,18719,2020-03-26 11:25:04.574,0.0,0.0,2.0,0.0,2,2,2
11760,2021-03-23 00:41:47.896,2021-03-23 00:41:47.896,15070,15070,1,4,18,0,0,madrugada,7431,2021-03-23 00:42:10.930,0.0,0.0,1.0,0.0,2,2,2
11764,2020-06-01 07:42:15.441,2020-06-01 07:45:14.310,4062,3774,6,3,28,178,29,día,11084,2020-06-01 07:45:40.635,0.0,6.0,0.0,0.0,1,1,1
11766,2020-04-13 05:22:22.409,2020-04-13 05:23:41.235,22595,984,3,7,24,78,26,madrugada,9881,2020-04-13 05:24:33.834,2.0,1.0,0.0,0.0,0,0,1
11769,2021-03-17 11:18:56.592,2021-03-17 11:23:48.212,6095,1567,11,4,35,291,26,día,18122,2021-03-17 11:24:01.401,0.0,5.0,6.0,0.0,2,1,2
11774,2021-03-13 08:23:47.105,2021-03-13 08:36:46.554,7848,23012,8,4,41,779,97,día,18392,2021-03-13 08:38:40.600,0.0,5.0,3.0,0.0,1,1,1
11778,2020-02-20 06:08:09.858,2020-02-20 20:13:49.137,5877,17510,4,30,33,50739,12684,madrugada,27113,2020-02-20 20:14:45.240,0.0,3.0,0.0,1.0,1,3,1
11780,2020-07-07 15:03:00.307,2020-07-07 15:03:52.654,18008,18008,2,3,24,52,26,tarde,12419,2020-07-07 15:05:42.637,0.0,2.0,0.0,0.0,1,1,1
11783,2020-12-24 03:10:03.184,2020-12-24 03:10:03.184,21397,21397,1,4,18,0,0,madrugada,16559,2020-12-24 03:11:04.624,0.0,0.0,1.0,0.0,2,2,2
11788,2020-10-30 00:00:37.993,2020-10-30 00:01:29.125,12324,8435,3,4,33,51,17,madrugada,647,2020-10-30 00:01:50.993,0.0,2.0,1.0,0.0,1,1,1
11789,2020-05-21 10:57:13.570,2020-05-21 10:57:13.570,13369,13369,1,4,18,0,0,día,10511,2020-05-21 11:00:56.031,0.0,0.0,1.0,0.0,2,2,2
11791,2020-02-06 13:49:34.002,2020-02-06 13:49:34.002,3163,3163,1,7,16,0,0,tarde,4080,2020-02-06 13:50:28.653,1.0,0.0,0.0,0.0,0,0,0
11798,2020-05-10 19:44:07.491,2020-05-10 19:44:07.491,16709,16709,1,30,25,0,0,noche,28017,2020-05-10 19:45:52.806,0.0,1.0,0.0,0.0,1,1,1
11802,2021-01-05 04:22:22.495,2021-01-05 04:22:22.495,15224,15224,1,4,18,0,0,madrugada,13513,2021-01-05 04:32:10.511,0.0,0.0,1.0,0.0,2,2,2
11803,2020-12-01 07:58:04.823,2020-12-01 08:00:24.458,13596,17045,4,30,19,139,34,día,6636,2020-12-01 08:01:41.036,0.0,0.0,4.0,0.0,2,2,2
11807,2021-04-15 10:12:53.836,2021-04-15 10:15:44.048,912,25947,7,4,26,170,24,día,20798,2021-04-15 10:16:31.010,0.0,7.0,0.0,0.0,1,1,1
11808,2020-04-18 04:31:51.302,2020-04-18 12:38:49.315,11053,26646,10,30,34,29218,2921,madrugada,19513,2020-04-18 12:40:03.722,1.0,4.0,5.0,0.0,2,2,0
11811,2021-03-17 20:47:03.130,2021-03-17 20:47:55.175,19272,26597,3,30,30,52,17,noche,3411,2021-03-17 20:48:35.715,0.0,0.0,1.0,2.0,3,3,2
11813,2020-08-29 18:47:55.957,2020-08-29 19:06:11.057,10390,20087,6,30,39,1095,182,noche,13267,2020-08-29 19:08:35.484,0.0,4.0,2.0,0.0,1,1,1
11825,2020-08-11 11:47:57.840,2020-08-11 11:47:57.840,360,360,1,3,25,0,0,día,27455,2020-08-11 11:48:24.682,0.0,1.0,0.0,0.0,1,1,1
11830,2020-06-15 10:09:43.849,2020-06-15 10:09:43.849,115,115,1,2,17,0,0,día,27810,2020-06-15 11:41:17.571,0.0,0.0,0.0,1.0,3,3,3
11839,2021-01-07 14:17:45.418,2021-01-07 14:51:08.536,23696,24306,8,4,38,2003,250,tarde,25506,2021-01-07 15:00:56.982,0.0,4.0,4.0,0.0,1,2,1
11840,2020-06-28 10:55:28.760,2020-06-28 10:55:28.760,15213,15213,1,30,16,0,0,día,5919,2020-06-28 10:58:01.681,1.0,0.0,0.0,0.0,0,0,0
11841,2020-12-16 02:31:18.807,2020-12-16 02:32:33.227,2845,8985,3,3,27,74,24,madrugada,19634,2020-12-16 02:32:35.277,0.0,3.0,0.0,0.0,1,1,1
11844,2021-04-08 10:59:10.741,2021-04-08 11:21:08.299,26853,2169,7,30,32,1317,188,día,9793,2021-04-08 11:21:37.720,0.0,3.0,4.0,0.0,2,2,1
11846,2021-03-15 18:09:21.713,2021-03-15 18:09:21.713,8060,8060,1,30,19,0,0,noche,15541,2021-03-15 18:12:49.810,0.0,0.0,1.0,0.0,2,2,2
11849,2020-10-25 20:00:35.983,2020-10-25 20:05:43.045,5691,23711,7,2,20,307,43,noche,26789,2020-10-25 20:06:34.509,0.0,0.0,0.0,7.0,3,3,3
11853,2020-04-22 22:21:08.009,2020-04-22 22:42:09.126,23114,16989,14,30,55,1261,90,noche,13471,2020-04-22 22:42:20.580,5.0,5.0,3.0,1.0,0,1,0
11860,2020-01-18 16:08:51.410,2020-01-18 16:08:51.410,25030,25030,1,4,19,0,0,tarde,13699,2020-01-18 16:13:51.032,0.0,0.0,1.0,0.0,2,2,2
11861,2021-03-07 09:43:25.352,2021-03-07 16:07:05.806,4400,4400,4,30,32,23020,5755,día,19430,2021-03-07 19:46:19.981,0.0,2.0,2.0,0.0,1,1,1
11862,2021-04-15 17:49:14.616,2021-04-15 18:13:51.079,18847,19862,8,3,25,1476,184,tarde,15738,2021-04-15 18:14:58.745,0.0,8.0,0.0,0.0,1,1,1
11870,2020-04-27 08:41:42.641,2020-04-27 08:41:42.641,9143,9143,1,3,26,0,0,día,11401,2020-04-27 08:42:12.088,0.0,1.0,0.0,0.0,1,1,1
11881,2021-02-26 09:53:35.828,2021-02-26 17:55:55.441,18783,2569,11,47,48,28939,2630,día,14653,2021-02-26 23:24:25.458,0.0,6.0,4.0,1.0,1,1,2
11883,2020-08-26 22:40:24.106,2020-08-26 22:40:50.286,26434,17977,3,4,20,26,8,noche,1273,2020-08-26 22:41:41.504,0.0,0.0,3.0,0.0,2,2,2
11886,2020-11-15 13:35:14.997,2020-11-15 13:35:40.485,3342,10748,2,4,32,25,12,tarde,10923,2020-11-15 13:37:07.781,0.0,1.0,1.0,0.0,1,1,2
11894,2020-06-12 21:27:44.710,2020-06-12 21:29:21.495,8060,21152,3,30,19,96,32,noche,8920,2020-06-12 21:29:52.547,0.0,0.0,3.0,0.0,2,2,2
11897,2020-12-26 20:04:02.285,2020-12-26 20:57:44.020,9440,11566,5,4,34,3221,644,noche,13847,2020-12-26 21:56:10.964,0.0,3.0,2.0,0.0,1,2,2
11900,2020-04-22 12:08:14.278,2020-04-22 12:09:12.126,6399,22301,2,4,24,57,28,tarde,3288,2020-04-22 12:10:13.033,1.0,1.0,0.0,0.0,0,0,1
11902,2020-04-16 18:41:32.319,2020-04-16 19:44:33.504,27475,25910,25,7,52,3781,151,noche,7066,2020-04-16 19:45:37.556,1.0,12.0,12.0,0.0,1,1,1
11906,2021-02-08 12:55:02.194,2021-02-08 12:55:14.618,17544,26912,2,1,24,12,6,tarde,10122,2021-02-08 12:56:19.728,0.0,2.0,0.0,0.0,1,1,1
11910,2020-02-21 19:29:59.559,2020-02-21 19:34:24.678,25121,3809,2,7,20,265,132,noche,21271,2020-02-21 19:35:02.584,2.0,0.0,0.0,0.0,0,0,0
11920,2020-12-19 20:34:44.473,2020-12-19 20:39:54.388,19358,15275,8,4,34,309,38,noche,26510,2020-12-19 20:40:08.053,0.0,7.0,1.0,0.0,1,1,1
11924,2020-06-15 11:49:41.445,2020-06-15 19:17:37.334,6469,2334,4,3,28,26875,6718,día,23534,2020-06-15 19:26:51.505,0.0,4.0,0.0,0.0,1,1,1
11925,2020-09-27 12:36:34.928,2020-09-27 12:39:03.090,5314,12098,2,4,32,148,74,tarde,5144,2020-09-27 12:39:08.416,0.0,1.0,1.0,0.0,1,2,1
11929,2020-06-19 12:55:59.897,2020-06-19 12:55:59.897,19374,19374,1,7,18,0,0,tarde,3878,2020-06-19 13:20:59.957,1.0,0.0,0.0,0.0,0,0,0
11930,2020-06-21 19:21:12.637,2020-06-21 19:22:25.158,6689,7093,3,2,18,72,24,noche,9954,2020-06-21 19:22:42.257,0.0,0.0,0.0,3.0,3,3,3
11933,2021-03-16 18:47:31.170,2021-03-16 19:50:33.505,15099,1567,11,7,31,3782,343,noche,28122,2021-03-16 19:56:06.752,0.0,5.0,6.0,0.0,2,2,2
11934,2020-06-23 17:28:58.191,2020-06-23 17:31:59.784,8669,27353,4,3,31,181,45,tarde,231,2020-06-23 17:32:16.576,0.0,4.0,0.0,0.0,1,1,1
11941,2021-05-23 19:49:26.730,2021-05-23 21:19:14.173,12666,23022,6,4,38,5387,897,noche,7164,2021-05-23 21:20:31.029,0.0,2.0,4.0,0.0,2,2,1
11951,2021-03-05 06:54:41.084,2021-03-05 16:09:56.738,26956,12540,3,3,25,33315,11105,madrugada,19529,2021-03-05 16:10:16.035,0.0,3.0,0.0,0.0,1,1,1
11959,2020-03-29 01:26:53.674,2020-03-29 01:28:27.641,10516,1039,3,30,19,93,31,madrugada,23772,2020-03-29 01:29:53.688,0.0,0.0,3.0,0.0,2,2,2
11961,2021-03-06 00:58:52.327,2021-03-06 15:46:18.351,18343,2895,4,7,19,53246,13311,madrugada,5056,2021-03-06 15:47:33.499,0.0,0.0,4.0,0.0,2,2,2
11964,2021-02-22 10:43:15.094,2021-02-22 10:43:15.094,7545,7545,1,4,18,0,0,día,6636,2021-02-22 10:46:49.077,0.0,0.0,1.0,0.0,2,2,2
11970,2020-05-02 18:00:04.319,2020-05-02 18:00:31.260,1535,14315,2,30,26,26,13,noche,19596,2020-05-02 18:00:46.609,1.0,1.0,0.0,0.0,0,0,1
11972,2021-05-12 16:27:38.980,2021-05-12 16:34:42.911,20323,23829,10,30,29,423,42,tarde,2125,2021-05-12 16:36:22.255,0.0,10.0,0.0,0.0,1,1,1
11979,2021-02-13 04:57:16.380,2021-02-13 04:57:16.380,1206,1206,1,4,18,0,0,madrugada,18067,2021-02-13 05:04:56.561,0.0,0.0,1.0,0.0,2,2,2
11980,2020-05-28 15:10:40.039,2020-05-28 15:15:45.299,18136,21938,4,3,26,305,76,tarde,13124,2020-05-28 15:15:56.312,0.0,4.0,0.0,0.0,1,1,1
11989,2020-11-29 10:31:26.592,2020-11-29 10:33:26.493,17089,16469,2,30,19,119,59,día,27613,2020-11-29 10:33:56.438,0.0,0.0,2.0,0.0,2,2,2
11996,2020-01-03 20:07:49.981,2020-01-03 20:07:49.981,10051,10051,1,4,18,0,0,noche,7360,2020-01-03 20:11:45.742,0.0,0.0,1.0,0.0,2,2,2
12001,2020-09-17 06:07:18.564,2020-09-17 06:07:18.564,1282,1282,1,3,25,0,0,madrugada,15266,2020-09-17 06:10:38.794,0.0,1.0,0.0,0.0,1,1,1
12002,2021-05-11 19:16:52.589,2021-05-11 19:28:12.038,2833,27153,2,4,19,679,339,noche,20689,2021-05-11 19:31:02.780,0.0,0.0,2.0,0.0,2,2,2
12006,2020-11-25 07:47:08.321,2020-11-25 07:48:23.237,17931,7833,5,2,18,74,14,día,5818,2020-11-25 07:48:46.351,0.0,0.0,0.0,5.0,3,3,3
12008,2021-04-10 21:09:37.560,2021-04-10 21:33:12.788,11715,12132,7,4,28,1415,202,noche,16200,2021-04-10 21:40:39.547,0.0,1.0,6.0,0.0,2,2,2
12018,2020-12-26 07:31:17.362,2020-12-26 08:03:41.831,1223,12142,5,3,29,1944,388,día,17775,2020-12-26 08:04:20.630,0.0,5.0,0.0,0.0,1,1,1
12019,2021-04-22 16:29:53.646,2021-04-22 19:11:56.351,26566,5642,17,4,33,9722,571,tarde,10336,2021-04-22 19:13:42.573,0.0,15.0,2.0,0.0,1,1,2
12035,2020-01-07 18:03:14.301,2020-01-07 18:05:07.142,16669,28038,4,30,17,112,28,noche,27253,2020-01-07 18:06:45.448,4.0,0.0,0.0,0.0,0,0,0
12036,2020-03-05 20:39:41.581,2020-03-05 20:42:34.190,12144,335,6,30,25,172,28,noche,24057,2020-03-05 20:43:33.052,2.0,4.0,0.0,0.0,1,0,0
12043,2021-04-13 16:35:11.476,2021-04-13 16:43:23.706,3997,20599,4,4,31,492,123,tarde,2915,2021-04-13 16:44:15.921,0.0,1.0,3.0,0.0,2,1,2
12052,2020-03-20 17:01:43.680,2020-03-20 17:03:31.358,15355,27343,4,30,20,107,26,tarde,22735,2020-03-20 17:04:25.034,0.0,0.0,4.0,0.0,2,2,2
12055,2020-09-29 15:42:39.897,2020-09-29 16:14:46.962,23166,7267,10,4,34,1927,192,tarde,23367,2020-09-29 16:15:17.941,0.0,9.0,1.0,0.0,1,1,1
12078,2020-10-16 08:06:49.874,2020-10-16 08:06:59.712,15121,14676,2,47,35,9,4,día,4684,2020-10-16 08:07:19.016,0.0,1.0,0.0,1.0,1,3,1
12080,2021-02-27 16:07:41.486,2021-02-27 16:26:21.321,1206,8732,8,4,35,1119,139,tarde,878,2021-02-27 16:38:13.849,0.0,4.0,4.0,0.0,1,2,1
12083,2020-09-18 19:08:16.346,2020-09-18 19:11:01.301,3373,10595,6,30,19,164,27,noche,6588,2020-09-18 19:11:49.186,0.0,0.0,6.0,0.0,2,2,2
12088,2020-11-29 16:48:58.201,2020-11-29 19:10:10.030,8060,18030,8,4,19,8471,1058,tarde,15501,2020-11-29 19:10:36.662,0.0,0.0,8.0,0.0,2,2,2
12089,2020-12-05 18:38:09.535,2020-12-05 18:40:35.029,26853,26853,2,4,20,145,72,noche,6736,2020-12-05 18:40:50.958,0.0,0.0,2.0,0.0,2,2,2
12091,2020-03-18 11:48:40.204,2020-03-18 11:51:55.856,9972,15385,4,30,29,195,48,día,22102,2020-03-18 11:53:59.419,1.0,3.0,0.0,0.0,1,0,1
12096,2021-05-16 10:23:12.102,2021-05-16 10:24:43.845,19912,7849,4,4,33,91,22,día,1564,2021-05-16 10:27:36.767,0.0,2.0,2.0,0.0,1,2,1
12102,2021-03-10 11:26:08.402,2021-03-10 11:29:59.135,7444,20208,6,4,18,230,38,día,20471,2021-03-10 11:30:41.356,0.0,0.0,6.0,0.0,2,2,2
12112,2020-08-29 16:46:50.474,2020-08-29 18:35:41.529,25242,22951,16,4,36,6531,408,tarde,8861,2020-08-29 18:38:35.451,0.0,8.0,8.0,0.0,1,1,1
12116,2020-12-01 16:26:00.501,2020-12-01 16:26:00.501,1616,1616,1,3,24,0,0,tarde,12908,2020-12-01 16:26:43.146,0.0,1.0,0.0,0.0,1,1,1
12117,2020-07-07 08:17:25.398,2020-07-07 08:19:25.989,784,17619,3,2,20,120,40,día,5269,2020-07-07 08:23:14.461,0.0,0.0,0.0,3.0,3,3,3
12130,2020-10-02 01:08:45.296,2020-10-02 01:08:45.296,6312,6312,1,4,17,0,0,madrugada,9632,2020-10-02 01:09:15.362,0.0,0.0,1.0,0.0,2,2,2
12139,2021-05-05 14:04:02.465,2021-05-05 14:04:02.465,11226,11226,1,3,24,0,0,tarde,12179,2021-05-05 14:11:18.059,0.0,1.0,0.0,0.0,1,1,1
12141,2021-04-03 10:54:10.357,2021-04-03 10:54:10.357,10516,10516,1,4,18,0,0,día,27442,2021-04-03 10:54:29.811,0.0,0.0,1.0,0.0,2,2,2
12146,2020-12-01 22:39:02.141,2020-12-01 22:44:28.353,7319,24812,10,3,30,326,32,noche,9692,2020-12-01 22:44:41.591,0.0,10.0,0.0,0.0,1,1,1
12149,2021-03-15 09:32:08.794,2021-03-15 09:32:08.794,15501,15501,1,4,18,0,0,día,20647,2021-03-15 09:33:25.178,0.0,0.0,1.0,0.0,2,2,2
12151,2021-03-17 12:13:10.897,2021-03-17 12:13:10.897,26265,26265,1,3,24,0,0,tarde,5870,2021-03-17 12:13:36.673,0.0,1.0,0.0,0.0,1,1,1
12163,2021-01-23 17:16:07.025,2021-01-23 20:31:28.785,11314,9564,25,4,43,11721,468,tarde,901,2021-01-23 20:32:08.526,0.0,22.0,3.0,0.0,1,2,1
12164,2020-08-24 16:01:56.500,2020-08-24 16:01:56.500,19065,19065,1,3,24,0,0,tarde,13679,2020-08-24 16:02:02.426,0.0,1.0,0.0,0.0,1,1,1
12178,2020-02-12 22:09:15.572,2020-02-12 22:13:13.061,9052,7206,10,47,30,237,23,noche,23731,2020-02-12 22:13:38.974,0.0,0.0,9.0,1.0,2,3,2
12179,2020-12-19 18:26:09.968,2020-12-19 19:23:27.062,712,25100,20,47,45,3437,171,noche,13357,2020-12-19 19:25:08.421,0.0,14.0,3.0,3.0,1,3,1
12188,2020-11-25 18:14:00.697,2020-11-25 21:15:49.775,18835,14826,4,3,24,10909,2727,noche,6806,2020-11-25 21:19:10.338,0.0,4.0,0.0,0.0,1,1,1
12202,2020-12-13 19:54:48.998,2020-12-13 20:00:30.696,22644,5039,3,4,30,341,113,noche,23954,2020-12-13 20:01:35.116,0.0,2.0,1.0,0.0,1,1,2
12204,2020-11-10 13:28:31.353,2020-11-10 13:32:11.871,8060,25273,2,4,19,220,110,tarde,7600,2020-11-10 13:32:28.139,0.0,0.0,2.0,0.0,2,2,2
12209,2021-02-27 07:53:06.817,2021-02-27 08:33:34.390,28004,6483,16,4,44,2427,151,día,21462,2021-02-27 08:35:27.878,0.0,8.0,8.0,0.0,1,2,1
12220,2021-01-06 21:29:53.231,2021-01-06 21:29:53.231,2706,2706,1,4,18,0,0,noche,1616,2021-01-06 21:32:34.408,0.0,0.0,1.0,0.0,2,2,2
12226,2020-04-06 06:02:44.771,2020-04-06 06:11:45.005,21938,27931,8,30,38,540,67,madrugada,21486,2020-04-06 06:12:31.241,0.0,6.0,2.0,0.0,1,1,1
12229,2020-11-27 08:22:27.162,2020-11-27 08:23:52.346,5092,8700,3,4,21,85,28,día,27555,2020-11-27 08:25:57.283,0.0,0.0,3.0,0.0,2,2,2
12231,2021-04-04 16:05:37.855,2021-04-04 16:05:37.855,16840,16840,1,2,18,0,0,tarde,17279,2021-04-04 16:33:13.213,0.0,0.0,0.0,1.0,3,3,3
12233,2021-04-02 16:48:57.529,2021-04-02 16:57:47.117,13006,5436,9,4,33,529,58,tarde,2620,2021-04-02 16:59:09.085,0.0,1.0,8.0,0.0,2,2,2
12235,2020-09-04 22:51:57.219,2020-09-04 22:52:26.221,22338,15301,3,47,40,29,9,noche,13500,2020-09-04 22:53:21.440,0.0,1.0,0.0,2.0,3,3,1
12236,2020-08-29 19:53:54.791,2020-08-29 19:53:54.791,21062,21062,1,4,18,0,0,noche,15501,2020-08-29 19:54:55.282,0.0,0.0,1.0,0.0,2,2,2
12237,2021-04-30 12:37:22.451,2021-04-30 12:42:00.005,23182,2346,4,2,18,277,69,tarde,1637,2021-04-30 12:54:22.324,0.0,0.0,0.0,4.0,3,3,3
12239,2020-09-15 12:24:44.563,2020-09-15 20:02:12.370,7327,7327,4,4,19,27447,6861,tarde,24269,2020-09-15 20:02:40.813,0.0,0.0,4.0,0.0,2,2,2
12240,2020-09-01 18:06:51.440,2020-09-01 18:46:59.354,8372,9470,8,4,35,2407,300,noche,20574,2020-09-01 18:47:46.748,0.0,7.0,1.0,0.0,1,1,1
12248,2020-10-02 06:08:06.234,2020-10-02 06:10:02.447,20495,17316,4,4,18,116,29,madrugada,19920,2020-10-02 06:10:37.168,0.0,0.0,4.0,0.0,2,2,2
12251,2020-01-20 16:17:17.474,2020-01-20 16:59:56.461,24214,19870,31,47,59,2558,82,tarde,19986,2020-01-20 17:00:14.183,10.0,6.0,12.0,3.0,2,2,2
12255,2020-07-01 09:46:10.622,2020-07-01 09:48:56.956,25314,5097,9,3,27,166,18,día,12781,2020-07-01 09:49:31.022,0.0,9.0,0.0,0.0,1,1,1
12258,2020-07-21 16:58:42.232,2020-07-21 17:04:14.778,18564,4193,7,4,32,332,47,tarde,12555,2020-07-21 17:05:00.754,0.0,3.0,4.0,0.0,2,1,2
