,Cluster_pred,item_id2
6987,3,8291
6988,2,8292
6989,1,8293
6990,0,8295
6991,2,8296
6992,1,8297
6993,2,8298
6994,1,8299
6995,1,8300
6996,3,8301
6997,3,8302
6998,0,8303
6999,1,8306
7000,0,8309
7001,2,8310
7002,1,8311
7003,0,8313
7004,2,8315
7005,1,8316
7006,2,8317
7007,2,8318
7008,2,8319
7009,0,8320
7010,3,8321
7011,1,8322
7012,1,8323
7013,1,8325
7014,0,8326
7015,0,8327
7016,0,8328
7017,2,8329
7018,3,8330
7019,2,8331
7020,1,8332
7021,1,8333
7022,1,8334
7023,1,8335
7024,1,8336
7025,3,8337
7026,1,8339
7027,2,8341
7028,0,8342
7029,1,8345
7030,1,8347
7031,1,8348
7032,3,8349
7033,0,8351
7034,2,8352
7035,2,8353
7036,3,8355
7037,2,8356
7038,2,8359
7039,0,8360
7040,0,8361
7041,1,8362
7042,3,8363
7043,3,8365
7044,2,8366
7045,2,8367
7046,2,8368
7047,1,8369
7048,3,8370
7049,3,8371
7050,1,8372
7051,0,8373
7052,3,8375
7053,0,8376
7054,0,8377
7055,1,8378
7056,1,8379
7057,3,8380
7058,0,8381
7059,1,8382
7060,2,8383
7061,1,8384
7062,2,8385
7063,0,8386
7064,0,8388
7065,1,8389
7066,2,8390
7067,2,8391
7068,2,8393
7069,0,8394
7070,2,8395
7071,2,8396
7072,3,8397
7073,1,8398
7074,3,8399
7075,1,8400
7076,1,8401
7077,1,8402
7078,1,8403
7079,2,8404
7080,0,8405
7081,1,8406
7082,1,8408
7083,1,8410
7084,2,8411
7085,2,8412
7086,1,8413
7087,1,8414
7088,2,8415
7089,1,8416
7090,3,8417
7091,1,8418
7092,3,8420
7093,1,8423
7094,0,8424
7095,1,8425
7096,0,8426
7097,2,8428
7098,0,8430
7099,3,8431
7100,2,8432
7101,1,8433
7102,3,8434
7103,1,8435
7104,0,8436
7105,1,8438
7106,3,8439
7107,3,8440
7108,1,8441
7109,1,8443
7110,0,8444
7111,1,8445
7112,1,8446
7113,0,8447
7114,1,8448
7115,2,8449
7116,1,8450
7117,0,8451
7118,3,8452
7119,1,8453
7120,1,8454
7121,1,8455
7122,1,8456
7123,1,8457
7124,1,8459
7125,0,8460
7126,1,8462
7127,1,8463
7128,0,8464
7129,1,8465
7130,1,8466
7131,3,8467
7132,0,8468
7133,1,8469
7134,1,8470
7135,1,8471
7136,1,8472
7137,1,8473
7138,1,8474
7139,1,8475
7140,0,8476
7141,1,8477
7142,0,8479
7143,0,8481
7144,0,8482
7145,1,8483
7146,0,8484
7147,0,8485
7148,0,8486
7149,3,8487
7150,1,8488
7151,2,8489
7152,2,8491
7153,3,8492
7154,0,8494
7155,1,8496
7156,1,8497
7157,1,8498
7158,2,8499
7159,1,8500
7160,0,8501
7161,1,8502
7162,3,8503
7163,3,8505
7164,1,8506
7165,2,8507
7166,1,8508
7167,3,8509
7168,2,8510
7169,1,8511
7170,1,8512
7171,1,8514
7172,1,8515
7173,1,8516
7174,0,8518
7175,2,8520
7176,1,8521
7177,1,8522
7178,2,8523
7179,0,8524
7180,0,8525
7181,3,8526
7182,1,8527
7183,2,8528
7184,3,8530
7185,3,8532
7186,1,8533
7187,1,8534
7188,2,8535
7189,3,8536
7190,2,8537
7191,3,8538
7192,1,8539
7193,3,8540
7194,2,8541
7195,1,8543
7196,3,8544
7197,2,8545
7198,1,8546
7199,0,8547
7200,0,8548
7201,3,8549
7202,0,8550
7203,2,8551
7204,1,8554
7205,1,8555
7206,1,8556
7207,2,8557
7208,0,8558
7209,3,8559
7210,3,8560
7211,2,8561
7212,0,8562
7213,1,8563
7214,2,8564
7215,1,8566
7216,3,8567
7217,0,8568
7218,1,8569
7219,2,8571
7220,1,8572
7221,1,8573
7222,0,8574
7223,1,8575
7224,0,8576
7225,2,8577
7226,2,8578
7227,0,8580
7228,1,8582
7229,2,8583
7230,0,8584
7231,0,8585
7232,1,8586
7233,1,8587
7234,1,8588
7235,3,8589
7236,0,8590
7237,1,8591
7238,1,8592
7239,1,8595
7240,1,8599
7241,1,8600
7242,1,8601
7243,2,8602
7244,0,8604
7245,2,8605
7246,0,8606
7247,3,8607
7248,2,8609
7249,0,8610
7250,1,8611
7251,1,8613
7252,0,8614
7253,0,8615
7254,1,8616
7255,1,8618
7256,2,8619
7257,1,8620
7258,1,8621
7259,2,8622
7260,1,8623
7261,1,8624
7262,0,8625
7263,0,8626
7264,0,8627
7265,1,8628
7266,1,8631
7267,0,8632
7268,3,8633
7269,1,8634
7270,1,8635
7271,3,8636
7272,0,8638
7273,3,8639
7274,3,8641
7275,1,8644
7276,0,8645
7277,1,8647
7278,2,8648
7279,1,8649
7280,2,8650
7281,2,8651
7282,1,8653
7283,1,8654
7284,1,8655
7285,2,8658
7286,1,8659
7287,1,8660
7288,1,8662
7289,2,8663
7290,2,8664
7291,1,8665
7292,2,8667
7293,1,8668
7294,1,8669
7295,0,8670
7296,2,8671
7297,1,8673
7298,0,8674
7299,3,8676
7300,0,8677
7301,1,8678
7302,2,8679
7303,3,8680
7304,1,8681
7305,3,8682
7306,1,8683
7307,1,8684
7308,0,8685
7309,2,8686
7310,0,8687
7311,3,8690
7312,3,8691
7313,2,8692
7314,0,8693
7315,2,8694
7316,1,8695
7317,2,8696
7318,1,8697
7319,2,8698
7320,3,8699
7321,2,8700
7322,1,8701
7323,1,8702
7324,3,8704
7325,2,8705
7326,1,8706
7327,1,8707
7328,2,8708
7329,3,8709
7330,0,8710
7331,2,8711
7332,3,8712
7333,1,8713
7334,1,8714
7335,1,8715
7336,2,8717
7337,1,8718
7338,1,8719
7339,3,8720
7340,0,8721
7341,2,8722
7342,0,8723
7343,1,8724
7344,1,8725
7345,1,8728
7346,3,8729
7347,3,8730
7348,0,8731
7349,1,8732
7350,3,8733
7351,0,8735
7352,3,8736
7353,0,8737
7354,2,8739
7355,0,8740
7356,1,8741
7357,1,8743
7358,1,8744
7359,3,8745
7360,1,8746
7361,1,8747
7362,1,8748
7363,0,8749
7364,2,8750
7365,2,8751
7366,1,8752
7367,2,8753
7368,1,8754
7369,2,8755
7370,1,8756
7371,1,8757
7372,3,8758
7373,3,8759
7374,1,8760
7375,1,8761
7376,1,8763
7377,2,8764
7378,2,8765
7379,1,8766
7380,2,8768
7381,1,8769
7382,3,8770
7383,2,8771
7384,1,8772
7385,3,8773
7386,0,8774
7387,1,8775
7388,2,8776
7389,2,8778
7390,2,8779
7391,3,8780
7392,3,8781
7393,2,8782
7394,2,8783
7395,1,8784
7396,1,8786
7397,0,8787
7398,2,8788
7399,1,8789
7400,1,8790
7401,3,8795
7402,1,8796
7403,2,8797
7404,0,8798
7405,3,8800
7406,3,8802
7407,1,8803
7408,1,8804
7409,2,8805
7410,2,8806
7411,2,8807
7412,0,8808
7413,1,8809
7414,1,8810
7415,1,8811
7416,0,8812
7417,1,8813
7418,2,8814
7419,1,8815
7420,0,8816
7421,0,8817
7422,0,8818
7423,1,8819
7424,1,8820
7425,2,8821
7426,2,8822
7427,0,8823
7428,3,8824
7429,1,8825
7430,1,8826
7431,0,8827
7432,1,8828
7433,2,8829
7434,0,8830
7435,1,8831
7436,3,8832
7437,3,8833
7438,0,8834
7439,2,8835
7440,0,8836
7441,2,8837
7442,1,8838
7443,3,8839
7444,1,8840
7445,1,8841
7446,0,8842
7447,1,8843
7448,2,8844
7449,2,8845
7450,2,8846
7451,0,8848
7452,1,8849
7453,0,8850
7454,0,8853
7455,0,8854
7456,0,8855
7457,1,8857
7458,1,8858
7459,1,8859
7460,1,8861
7461,1,8862
7462,0,8863
7463,0,8865
7464,3,8866
7465,2,8867
7466,3,8868
7467,0,8869
7468,1,8871
7469,0,8872
7470,0,8873
7471,1,8874
7472,2,8875
7473,2,8876
7474,1,8877
7475,2,8878
7476,1,8880
7477,1,8881
7478,3,8882
7479,2,8884
7480,0,8885
7481,1,8886
7482,0,8887
7483,0,8888
7484,3,8889
7485,0,8890
7486,0,8891
7487,1,8892
7488,2,8894
7489,0,8895
7490,1,8896
7491,0,8897
7492,0,8898
7493,2,8901
7494,0,8902
7495,3,8903
7496,3,8904
7497,1,8905
7498,1,8906
7499,1,8907
7500,2,8908
7501,0,8909
7502,2,8910
7503,1,8911
7504,0,8913
7505,1,8914
7506,2,8915
7507,0,8916
7508,1,8917
7509,2,8918
7510,0,8919
7511,2,8920
7512,2,8921
7513,2,8923
7514,3,8924
7515,1,8925
7516,2,8926
7517,3,8927
7518,3,8928
7519,2,8929
7520,1,8930
7521,1,8931
7522,1,8932
7523,1,8933
7524,1,8934
7525,2,8935
7526,2,8936
7527,1,8937
7528,2,8939
7529,1,8941
7530,1,8942
7531,1,8943
7532,1,8944
7533,3,8946
7534,1,8948
7535,2,8949
7536,0,8950
7537,0,8951
7538,0,8952
7539,0,8953
7540,1,8954
7541,1,8955
7542,0,8956
7543,2,8957
7544,1,8958
7545,1,8959
7546,3,8960
7547,0,8961
7548,2,8962
7549,0,8963
7550,0,8965
7551,1,8966
7552,0,8967
7553,0,8968
7554,0,8969
7555,1,8970
7556,2,8971
7557,2,8972
7558,1,8973
7559,3,8974
7560,2,8975
7561,2,8976
7562,1,8978
7563,2,8979
7564,2,8980
7565,2,8981
7566,0,8982
7567,0,8983
7568,1,8984
7569,1,8985
7570,2,8986
7571,3,8987
7572,1,8988
7573,2,8989
7574,1,8990
7575,0,8991
7576,1,8993
7577,1,8994
7578,2,8995
7579,0,8996
7580,2,8997
7581,1,8998
7582,0,8999
7583,0,9000
7584,2,9001
7585,1,9002
7586,1,9003
7587,2,9004
7588,1,9005
7589,1,9006
7590,2,9009
7591,2,9010
7592,0,9011
7593,1,9012
7594,0,9014
7595,3,9015
7596,3,9016
7597,0,9017
7598,2,9018
7599,1,9019
7600,1,9020
7601,2,9021
7602,1,9023
7603,1,9025
7604,3,9026
7605,1,9027
7606,2,9028
7607,1,9029
7608,2,9031
7609,2,9033
7610,2,9034
7611,3,9036
7612,0,9038
7613,1,9040
7614,2,9041
7615,1,9043
7616,0,9044
7617,1,9045
7618,1,9046
7619,0,9048
7620,0,9049
7621,2,9050
7622,0,9051
7623,3,9052
7624,1,9053
7625,2,9055
7626,1,9059
7627,1,9060
7628,2,9061
7629,0,9062
7630,0,9063
7631,2,9064
7632,3,9065
7633,2,9066
7634,1,9067
7635,3,9068
7636,1,9069
7637,3,9070
7638,3,9071
7639,0,9072
7640,1,9073
7641,0,9075
7642,1,9076
7643,0,9077
7644,2,9078
7645,1,9079
7646,1,9081
7647,1,9082
7648,3,9083
7649,1,9085
7650,1,9087
7651,0,9088
7652,1,9089
7653,0,9090
7654,3,9091
7655,0,9092
7656,1,9094
7657,1,9095
7658,1,9097
7659,0,9098
7660,1,9099
7661,0,9100
7662,1,9102
7663,2,9103
7664,0,9104
7665,0,9105
7666,2,9106
7667,1,9107
7668,1,9108
7669,0,9110
7670,0,9113
7671,3,9114
7672,3,9115
7673,1,9116
7674,1,9117
7675,0,9118
7676,1,9119
7677,2,9120
7678,1,9121
7679,3,9122
7680,2,9123
7681,0,9124
7682,2,9125
7683,0,9127
7684,1,9128
7685,1,9129
7686,0,9132
7687,1,9133
7688,2,9134
7689,3,9135
7690,1,9136
7691,2,9137
7692,2,9138
7693,1,9139
7694,3,9140
7695,2,9141
7696,2,9142
7697,1,9143
7698,0,9144
7699,0,9145
7700,1,9146
7701,1,9147
7702,1,9148
7703,0,9150
7704,3,9151
7705,1,9152
7706,1,9153
7707,1,9154
7708,3,9155
7709,1,9156
7710,3,9157
7711,2,9158
7712,1,9159
7713,3,9161
7714,1,9163
7715,2,9164
7716,0,9165
7717,1,9166
7718,3,9167
7719,1,9168
7720,2,9169
7721,0,9170
7722,1,9171
7723,0,9172
7724,3,9173
7725,1,9174
7726,1,9175
7727,2,9176
7728,0,9177
7729,0,9178
7730,0,9180
7731,1,9181
7732,0,9182
7733,0,9183
7734,2,9184
7735,2,9185
7736,1,9186
7737,2,9187
7738,1,9188
7739,0,9189
7740,2,9190
7741,3,9191
7742,2,9192
7743,1,9193
7744,1,9194
7745,1,9195
7746,1,9196
7747,0,9197
7748,2,9198
7749,2,9199
7750,1,9200
7751,1,9201
7752,1,9202
7753,3,9203
7754,1,9204
7755,3,9205
7756,2,9206
7757,1,9208
7758,1,9209
7759,1,9210
7760,0,9212
7761,1,9213
7762,2,9214
7763,1,9215
7764,0,9216
7765,0,9217
7766,2,9219
7767,0,9220
7768,1,9222
7769,0,9223
7770,2,9224
7771,0,9225
7772,0,9226
7773,1,9228
7774,1,9229
7775,0,9230
7776,3,9231
7777,2,9232
7778,0,9233
7779,0,9234
7780,1,9235
7781,3,9236
7782,2,9238
7783,1,9240
7784,0,9241
7785,2,9242
7786,2,9243
7787,2,9244
7788,1,9246
7789,2,9247
7790,0,9248
7791,0,9249
7792,1,9250
7793,0,9251
7794,0,9254
7795,2,9256
7796,0,9257
7797,1,9259
7798,1,9260
7799,1,9262
7800,0,9263
7801,3,9264
7802,1,9265
7803,2,9266
7804,2,9267
7805,2,9268
7806,2,9270
7807,2,9271
7808,0,9272
7809,3,9273
7810,2,9274
7811,2,9275
7812,3,9276
7813,2,9278
7814,0,9279
7815,2,9280
7816,2,9281
7817,1,9282
7818,0,9283
7819,3,9284
7820,2,9285
7821,0,9287
7822,1,9288
7823,3,9289
7824,2,9290
7825,2,9291
7826,1,9292
7827,1,9293
7828,2,9294
7829,1,9295
7830,1,9296
7831,2,9297
7832,1,9298
7833,0,9299
7834,1,9300
7835,2,9301
7836,0,9302
7837,1,9306
7838,1,9307
7839,2,9308
7840,0,9309
7841,3,9310
7842,0,9311
7843,2,9312
7844,2,9313
7845,3,9315
7846,3,9316
7847,2,9317
7848,0,9318
7849,0,9319
7850,0,9320
7851,1,9321
7852,3,9322
7853,2,9323
7854,0,9325
7855,2,9326
7856,1,9327
7857,2,9328
7858,3,9329
7859,2,9330
7860,1,9331
7861,1,9332
7862,1,9333
7863,0,9334
7864,0,9335
7865,2,9336
7866,1,9337
7867,1,9339
7868,1,9340
7869,0,9341
7870,1,9342
7871,3,9343
7872,1,9344
7873,0,9345
7874,0,9347
7875,1,9349
7876,1,9350
7877,1,9351
7878,1,9352
7879,1,9354
7880,1,9355
7881,1,9356
7882,0,9357
7883,2,9358
7884,1,9359
7885,1,9360
7886,0,9361
7887,2,9362
7888,1,9365
7889,0,9366
7890,2,9367
7891,1,9368
7892,0,9370
7893,1,9371
7894,2,9373
7895,1,9375
7896,1,9376
7897,0,9379
7898,1,9380
7899,2,9381
7900,0,9383
7901,1,9384
7902,3,9385
7903,3,9386
7904,0,9387
7905,1,9388
7906,2,9390
7907,2,9391
7908,1,9392
7909,2,9393
7910,1,9394
7911,2,9395
7912,1,9396
7913,2,9397
7914,1,9398
7915,3,9399
7916,0,9400
7917,1,9401
7918,1,9402
7919,2,9403
7920,3,9404
7921,2,9405
7922,2,9406
7923,3,9409
7924,1,9410
7925,3,9411
7926,1,9412
7927,0,9413
7928,1,9415
7929,1,9416
7930,0,9417
7931,3,9418
7932,0,9419
7933,1,9420
7934,1,9421
7935,3,9422
7936,2,9423
7937,1,9425
7938,3,9426
7939,2,9427
7940,1,9428
7941,1,9429
7942,1,9430
7943,1,9431
7944,1,9433
7945,2,9434
7946,0,9435
7947,2,9436
7948,2,9437
7949,1,9438
7950,2,9440
7951,1,9442
7952,1,9443
7953,0,9444
7954,0,9445
7955,2,9449
7956,2,9451
7957,1,9452
7958,2,9453
7959,1,9454
7960,1,9455
7961,2,9456
7962,2,9457
7963,1,9458
7964,2,9459
7965,1,9462
7966,3,9465
7967,1,9466
7968,1,9467
7969,2,9468
7970,0,9469
7971,1,9470
7972,2,9471
7973,1,9472
7974,3,9473
7975,1,9474
7976,2,9476
7977,1,9477
7978,1,9478
7979,3,9479
7980,2,9480
7981,1,9482
7982,2,9483
7983,2,9484
7984,2,9485
7985,2,9486
7986,1,9487
7987,1,9489
7988,2,9491
7989,0,9492
7990,1,9493
7991,1,9494
7992,2,9495
7993,0,9496
7994,0,9497
7995,2,9498
7996,2,9499
7997,1,9500
7998,1,9502
7999,3,9503
8000,0,9504
8001,1,9506
8002,2,9507
8003,1,9509
8004,1,9510
8005,1,9511
8006,1,9513
8007,1,9514
8008,0,9515
8009,1,9516
8010,3,9517
8011,1,9518
8012,2,9520
8013,0,9521
8014,2,9522
8015,2,9524
8016,3,9528
8017,2,9529
8018,1,9530
8019,3,9531
8020,0,9532
8021,0,9533
8022,1,9534
8023,3,9535
8024,1,9536
8025,2,9537
8026,1,9538
8027,3,9539
8028,1,9540
8029,1,9541
8030,1,9542
8031,1,9543
8032,3,9544
8033,3,9545
8034,2,9546
8035,2,9547
8036,0,9548
8037,1,9550
8038,0,9552
8039,2,9553
8040,2,9555
8041,0,9556
8042,2,9557
8043,0,9558
8044,0,9559
8045,3,9560
8046,1,9561
8047,2,9562
8048,1,9563
8049,1,9564
8050,2,9565
8051,2,9567
8052,3,9568
8053,1,9569
8054,1,9570
8055,1,9571
8056,1,9572
8057,1,9573
8058,1,9574
8059,0,9575
8060,2,9576
8061,3,9577
8062,1,9578
8063,1,9579
8064,0,9580
8065,0,9581
8066,3,9582
8067,2,9583
8068,1,9584
8069,1,9585
8070,1,9586
8071,2,9587
8072,3,9588
8073,2,9589
8074,0,9591
8075,0,9592
8076,0,9593
8077,2,9594
8078,2,9597
8079,0,9598
8080,2,9599
8081,0,9600
8082,2,9601
8083,1,9602
8084,2,9603
8085,2,9604
8086,1,9605
8087,0,9606
8088,1,9607
8089,2,9608
8090,0,9609
8091,1,9610
8092,1,9611
8093,2,9612
8094,2,9613
8095,1,9614
8096,1,9615
8097,1,9616
8098,0,9617
8099,1,9619
8100,0,9621
8101,3,9622
8102,1,9626
8103,1,9627
8104,2,9628
8105,1,9629
8106,2,9632
8107,1,9633
8108,1,9634
8109,1,9635
8110,2,9637
8111,2,9639
8112,2,9642
8113,3,9643
8114,0,9644
8115,1,9645
8116,2,9646
8117,3,9647
8118,2,9648
8119,0,9649
8120,0,9650
8121,3,9652
8122,3,9655
8123,1,9656
8124,3,9657
8125,2,9658
8126,0,9659
8127,2,9661
8128,1,9663
8129,1,9664
8130,3,9665
8131,2,9666
8132,3,9668
8133,0,9669
8134,2,9670
8135,0,9672
8136,3,9673
8137,1,9674
8138,3,9675
8139,1,9676
8140,0,9677
8141,1,9678
8142,3,9679
8143,1,9680
8144,1,9681
8145,2,9683
8146,0,9685
8147,1,9686
8148,1,9687
8149,2,9688
8150,1,9690
8151,2,9691
8152,1,9692
8153,1,9693
8154,2,9694
8155,2,9695
8156,3,9696
8157,2,9697
8158,2,9699
8159,1,9700
8160,2,9701
8161,1,9702
8162,0,9703
8163,1,9704
8164,2,9705
8165,1,9706
8166,1,9707
8167,1,9708
8168,2,9709
8169,3,9710
8170,1,9711
8171,2,9712
8172,1,9713
8173,1,9714
8174,1,9715
8175,0,9716
8176,0,9717
8177,2,9718
8178,3,9719
8179,1,9720
8180,1,9722
8181,3,9724
8182,1,9725
8183,1,9726
8184,2,9727
8185,2,9729
8186,3,9730
8187,2,9731
8188,1,9732
8189,1,9734
8190,3,9735
8191,1,9736
8192,0,9737
8193,1,9739
8194,2,9740
8195,1,9741
8196,2,9742
8197,1,9743
8198,3,9744
8199,1,9745
8200,1,9747
8201,0,9748
8202,1,9749
8203,0,9750
8204,0,9751
8205,0,9752
8206,2,9753
8207,0,9754
8208,3,9756
8209,0,9757
8210,2,9758
8211,1,9759
8212,1,9761
8213,1,9762
8214,1,9763
8215,1,9765
8216,2,9766
8217,3,9767
8218,2,9768
8219,2,9769
8220,0,9770
8221,3,9771
8222,2,9772
8223,0,9773
8224,1,9774
8225,1,9775
8226,2,9776
8227,0,9777
8228,1,9779
8229,0,9781
8230,1,9782
8231,2,9783
8232,2,9784
8233,0,9786
8234,1,9787
8235,0,9788
8236,0,9789
8237,1,9790
8238,2,9791
8239,1,9793
8240,2,9794
8241,0,9795
8242,1,9796
8243,3,9797
8244,1,9798
8245,0,9799
8246,1,9800
8247,1,9801
8248,3,9802
8249,1,9803
8250,1,9804
8251,0,9805
8252,1,9807
8253,0,9809
8254,0,9810
8255,3,9812
8256,1,9814
8257,2,9815
8258,1,9816
8259,2,9817
8260,0,9818
8261,0,9819
8262,3,9820
8263,1,9821
8264,1,9822
8265,0,9823
8266,0,9824
8267,1,9825
8268,0,9826
8269,2,9827
8270,1,9828
8271,2,9829
8272,0,9830
8273,0,9831
8274,1,9832
8275,2,9833
8276,3,9834
8277,1,9835
8278,1,9836
8279,0,9837
8280,2,9838
8281,0,9839
8282,1,9841
8283,1,9842
8284,1,9843
8285,3,9844
8286,0,9845
8287,1,9846
8288,1,9847
8289,0,9848
8290,2,9849
8291,0,9850
8292,1,9852
8293,1,9853
8294,1,9854
8295,2,9856
8296,0,9857
8297,1,9858
8298,2,9859
8299,1,9860
8300,0,9861
8301,1,9862
8302,3,9863
8303,1,9865
8304,0,9866
8305,3,9867
8306,1,9868
8307,2,9869
8308,2,9870
8309,2,9871
8310,1,9872
8311,1,9873
8312,1,9874
8313,1,9876
8314,1,9877
8315,0,9878
8316,3,9879
8317,0,9881
8318,0,9883
8319,1,9884
8320,3,9885
8321,1,9886
8322,1,9887
8323,3,9888
8324,2,9890
8325,1,9891
8326,1,9892
8327,0,9895
8328,1,9896
8329,0,9897
8330,0,9899
8331,1,9900
8332,0,9901
8333,1,9902
8334,1,9903
8335,1,9904
8336,3,9905
8337,2,9907
8338,2,9908
8339,0,9909
8340,1,9910
8341,0,9911
8342,1,9912
8343,1,9914
8344,3,9915
8345,0,9916
8346,3,9918
8347,1,9919
8348,2,9920
8349,1,9921
8350,1,9922
8351,2,9923
8352,2,9924
8353,1,9925
8354,2,9926
8355,0,9928
8356,1,9929
8357,0,9930
8358,1,9931
8359,3,9932
8360,0,9933
8361,0,9934
8362,2,9936
8363,2,9937
8364,2,9938
8365,0,9939
8366,3,9940
8367,2,9941
8368,0,9942
8369,0,9943
8370,1,9944
8371,1,9945
8372,1,9946
8373,0,9947
8374,2,9948
8375,1,9949
8376,0,9950
8377,1,9951
8378,0,9952
8379,1,9953
8380,3,9954
8381,0,9955
8382,1,9956
8383,1,9957
8384,0,9958
8385,3,9959
8386,3,9960
8387,2,9961
8388,1,9962
8389,0,9963
8390,2,9964
8391,0,9965
8392,1,9967
8393,1,9968
8394,2,9971
8395,0,9972
8396,1,9973
8397,2,9974
8398,0,9975
8399,2,9976
8400,0,9977
8401,1,9978
8402,1,9979
8403,1,9980
8404,2,9981
8405,1,9982
8406,3,9984
8407,1,9985
8408,0,9986
8409,1,9987
8410,2,9988
8411,1,9989
8412,3,9990
8413,0,9991
8414,3,9992
8415,2,9993
8416,1,9994
8417,3,9995
8418,3,9998
8419,0,9999
8420,1,10000
8421,2,10001
8422,1,10002
8423,2,10003
8424,1,10004
8425,3,10005
8426,2,10006
8427,1,10007
8428,1,10008
8429,2,10009
8430,2,10010
8431,0,10011
8432,1,10012
8433,2,10013
8434,1,10014
8435,0,10015
8436,2,10017
8437,2,10019
8438,0,10020
8439,2,10021
8440,2,10022
8441,1,10023
8442,3,10024
8443,2,10025
8444,1,10026
8445,1,10027
8446,2,10028
8447,2,10029
8448,2,10030
8449,1,10031
8450,1,10033
8451,0,10035
8452,1,10036
8453,1,10037
8454,1,10038
8455,2,10039
8456,1,10040
8457,2,10041
8458,1,10042
8459,3,10043
8460,0,10044
8461,2,10045
8462,1,10046
8463,2,10047
8464,1,10049
8465,1,10050
8466,2,10051
8467,0,10052
8468,3,10053
8469,2,10054
8470,2,10055
8471,1,10056
8472,1,10057
8473,0,10058
8474,2,10060
8475,1,10061
8476,2,10062
8477,2,10063
8478,1,10064
8479,0,10068
8480,2,10069
8481,0,10070
8482,1,10071
8483,0,10072
8484,0,10073
8485,2,10075
8486,3,10077
8487,1,10078
8488,1,10079
8489,3,10080
8490,2,10081
8491,1,10082
8492,0,10083
8493,3,10084
8494,0,10085
8495,0,10087
8496,2,10088
8497,1,10090
8498,1,10091
8499,2,10093
8500,2,10095
8501,2,10096
8502,1,10097
8503,1,10098
8504,0,10099
8505,3,10100
8506,0,10101
8507,1,10102
8508,1,10103
8509,3,10104
8510,2,10105
8511,2,10107
8512,2,10108
8513,1,10109
8514,2,10110
8515,1,10111
8516,1,10113
8517,3,10115
8518,0,10116
8519,2,10117
8520,1,10118
8521,0,10119
8522,1,10120
8523,3,10121
8524,1,10122
8525,2,10123
8526,0,10124
8527,2,10125
8528,1,10126
8529,0,10127
8530,1,10128
8531,3,10129
8532,1,10130
8533,1,10131
8534,0,10132
8535,0,10133
8536,0,10134
8537,1,10136
8538,2,10137
8539,3,10138
8540,1,10139
8541,0,10140
8542,0,10141
8543,1,10142
8544,1,10144
8545,2,10145
8546,1,10146
8547,0,10147
8548,2,10148
8549,2,10149
8550,1,10150
8551,0,10151
8552,1,10152
8553,2,10153
8554,0,10155
8555,1,10157
8556,1,10158
8557,0,10159
8558,2,10160
8559,3,10161
8560,2,10162
8561,2,10163
8562,1,10165
8563,1,10166
8564,0,10167
8565,1,10168
8566,0,10169
8567,2,10171
8568,1,10172
8569,1,10173
8570,1,10175
8571,1,10176
8572,1,10177
8573,1,10178
8574,1,10180
8575,1,10181
8576,1,10182
8577,1,10183
8578,3,10184
8579,0,10185
8580,2,10186
8581,0,10187
8582,2,10188
8583,2,10189
8584,2,10191
8585,1,10193
8586,1,10194
8587,0,10195
8588,2,10196
8589,1,10197
8590,1,10198
8591,1,10199
8592,1,10201
8593,0,10203
8594,1,10205
8595,2,10206
8596,1,10207
8597,1,10208
8598,1,10209
8599,2,10210
8600,1,10212
8601,2,10213
8602,1,10214
8603,3,10215
8604,0,10216
8605,1,10217
8606,0,10218
8607,2,10219
8608,1,10220
8609,1,10221
8610,0,10222
8611,1,10223
8612,2,10225
8613,0,10226
8614,0,10228
8615,3,10229
8616,1,10230
8617,2,10234
8618,0,10235
8619,2,10236
8620,3,10237
8621,0,10238
8622,2,10240
8623,1,10241
8624,0,10242
8625,2,10243
8626,3,10244
8627,1,10245
8628,2,10246
8629,3,10247
8630,1,10248
8631,3,10249
8632,1,10250
8633,1,10251
8634,2,10252
8635,2,10253
8636,2,10254
8637,1,10255
8638,2,10257
8639,2,10258
8640,3,10259
8641,0,10260
8642,0,10261
8643,0,10262
8644,3,10263
8645,0,10264
8646,1,10266
8647,1,10269
8648,1,10270
8649,0,10271
8650,2,10272
8651,1,10273
8652,1,10274
8653,3,10276
8654,2,10277
8655,3,10278
8656,1,10279
8657,1,10280
8658,2,10281
8659,2,10282
8660,2,10283
8661,0,10285
8662,0,10286
8663,1,10287
8664,0,10288
8665,2,10289
8666,0,10291
8667,2,10292
8668,3,10293
8669,3,10294
8670,1,10295
8671,2,10296
8672,1,10297
8673,3,10298
8674,0,10299
8675,0,10300
8676,0,10302
8677,2,10303
8678,2,10304
8679,2,10306
8680,1,10307
8681,0,10308
8682,1,10309
8683,1,10310
8684,2,10313
8685,1,10314
8686,0,10315
8687,1,10317
8688,0,10318
8689,2,10319
8690,2,10320
8691,2,10322
8692,1,10323
8693,1,10324
8694,1,10325
8695,2,10326
8696,1,10327
8697,0,10328
8698,2,10329
8699,1,10330
8700,0,10331
8701,0,10332
8702,1,10333
8703,1,10334
8704,2,10335
8705,1,10336
8706,2,10337
8707,1,10338
8708,3,10339
8709,3,10340
8710,0,10341
8711,1,10342
8712,1,10343
8713,2,10344
8714,2,10345
8715,1,10346
8716,0,10347
8717,0,10348
8718,3,10349
8719,1,10350
8720,2,10351
8721,2,10352
8722,0,10354
8723,0,10355
8724,2,10357
8725,1,10358
8726,2,10359
8727,0,10360
8728,0,10361
8729,2,10363
8730,1,10364
8731,0,10366
8732,2,10367
8733,1,10368
8734,1,10369
